,support,itemsets
298,0.12287754244915101,"frozenset(['still', 'CRCKSCRN', 'hit'])"
299,0.12287754244915101,"frozenset(['CRCKSCRN', 'hit', 'together'])"
300,0.12287754244915101,"frozenset(['upper', 'CRCKSCRN', 'hit'])"
301,0.12287754244915101,"frozenset(['phone', 'CRCKSCRN', 'left'])"
302,0.12287754244915101,"frozenset(['picture', 'CRCKSCRN', 'left'])"
303,0.12287754244915101,"frozenset(['CRCKSCRN', 'side', 'left'])"
304,0.12287754244915101,"frozenset(['still', 'CRCKSCRN', 'left'])"
305,0.12287754244915101,"frozenset(['CRCKSCRN', 'together', 'left'])"
306,0.12287754244915101,"frozenset(['upper', 'CRCKSCRN', 'left'])"
307,0.12287754244915101,"frozenset(['new', 'CRCKSCRN', 'like'])"
308,0.12287754244915101,"frozenset(['phone', 'CRCKSCRN', 'like'])"
309,0.12287754244915101,"frozenset(['say', 'CRCKSCRN', 'like'])"
310,0.12287754244915101,"frozenset(['small', 'CRCKSCRN', 'like'])"
311,0.12287754244915101,"frozenset(['CRCKSCRN', 'like', 'weakens'])"
312,0.12287754244915101,"frozenset(['new', 'CRCKSCRN', 'phone'])"
313,0.12287754244915101,"frozenset(['new', 'say', 'CRCKSCRN'])"
314,0.12287754244915101,"frozenset(['small', 'new', 'CRCKSCRN'])"
315,0.12287754244915101,"frozenset(['new', 'CRCKSCRN', 'weakens'])"
316,0.12287754244915101,"frozenset(['phone', 'CRCKSCRN', 'picture'])"
317,0.12287754244915101,"frozenset(['phone', 'say', 'CRCKSCRN'])"
318,0.12287754244915101,"frozenset(['phone', 'CRCKSCRN', 'side'])"
319,0.12287754244915101,"frozenset(['small', 'phone', 'CRCKSCRN'])"
320,0.12287754244915101,"frozenset(['still', 'phone', 'CRCKSCRN'])"
321,0.12287754244915101,"frozenset(['phone', 'CRCKSCRN', 'together'])"
322,0.12287754244915101,"frozenset(['upper', 'CRCKSCRN', 'phone'])"
323,0.12287754244915101,"frozenset(['phone', 'CRCKSCRN', 'weakens'])"
324,0.12287754244915101,"frozenset(['picture', 'CRCKSCRN', 'side'])"
325,0.12287754244915101,"frozenset(['still', 'picture', 'CRCKSCRN'])"
326,0.12287754244915101,"frozenset(['picture', 'CRCKSCRN', 'together'])"
327,0.12287754244915101,"frozenset(['upper', 'CRCKSCRN', 'picture'])"
328,0.12287754244915101,"frozenset(['small', 'say', 'CRCKSCRN'])"
329,0.12287754244915101,"frozenset(['say', 'CRCKSCRN', 'weakens'])"
330,0.12287754244915101,"frozenset(['still', 'CRCKSCRN', 'side'])"
331,0.12287754244915101,"frozenset(['CRCKSCRN', 'side', 'together'])"
332,0.12287754244915101,"frozenset(['upper', 'CRCKSCRN', 'side'])"
333,0.12287754244915101,"frozenset(['small', 'CRCKSCRN', 'weakens'])"
334,0.12287754244915101,"frozenset(['still', 'CRCKSCRN', 'together'])"
335,0.12287754244915101,"frozenset(['still', 'upper', 'CRCKSCRN'])"
336,0.12287754244915101,"frozenset(['upper', 'CRCKSCRN', 'together'])"
337,0.06143877122457551,"frozenset(['battery', 'charger', 'chargers'])"
338,0.06143877122457551,"frozenset(['battery', 'charger', 'crack'])"
339,0.06143877122457551,"frozenset(['battery', 'charger', 'cut'])"
340,0.06143877122457551,"frozenset(['battery', 'charger', 'died'])"
341,0.06143877122457551,"frozenset(['battery', 'charger', 'get'])"
342,0.06143877122457551,"frozenset(['battery', 'charger', 'like'])"
343,0.06143877122457551,"frozenset(['battery', 'new', 'charger'])"
344,0.06143877122457551,"frozenset(['battery', 'charger', 'phone'])"
345,0.06143877122457551,"frozenset(['battery', 'charger', 'say'])"
346,0.06143877122457551,"frozenset(['battery', 'charger', 'small'])"
347,0.06143877122457551,"frozenset(['battery', 'charger', 'weakens'])"
348,0.06143877122457551,"frozenset(['battery', 'chargers', 'crack'])"
349,0.06143877122457551,"frozenset(['battery', 'chargers', 'cut'])"
350,0.06143877122457551,"frozenset(['battery', 'chargers', 'died'])"
351,0.06143877122457551,"frozenset(['battery', 'chargers', 'get'])"
352,0.06143877122457551,"frozenset(['battery', 'chargers', 'like'])"
353,0.06143877122457551,"frozenset(['battery', 'new', 'chargers'])"
354,0.06143877122457551,"frozenset(['battery', 'phone', 'chargers'])"
355,0.06143877122457551,"frozenset(['battery', 'chargers', 'say'])"
356,0.06143877122457551,"frozenset(['small', 'battery', 'chargers'])"
357,0.06143877122457551,"frozenset(['battery', 'chargers', 'weakens'])"
358,0.06143877122457551,"frozenset(['battery', 'cut', 'crack'])"
359,0.06143877122457551,"frozenset(['battery', 'died', 'crack'])"
360,0.06143877122457551,"frozenset(['battery', 'get', 'crack'])"
361,0.06143877122457551,"frozenset(['battery', 'like', 'crack'])"
362,0.06143877122457551,"frozenset(['battery', 'new', 'crack'])"
363,0.06143877122457551,"frozenset(['battery', 'phone', 'crack'])"
364,0.06143877122457551,"frozenset(['battery', 'say', 'crack'])"
365,0.06143877122457551,"frozenset(['battery', 'small', 'crack'])"
366,0.06143877122457551,"frozenset(['battery', 'weakens', 'crack'])"
367,0.06143877122457551,"frozenset(['battery', 'cut', 'died'])"
368,0.06143877122457551,"frozenset(['battery', 'cut', 'get'])"
369,0.06143877122457551,"frozenset(['battery', 'cut', 'like'])"
370,0.06143877122457551,"frozenset(['battery', 'new', 'cut'])"
371,0.06143877122457551,"frozenset(['battery', 'phone', 'cut'])"
372,0.06143877122457551,"frozenset(['battery', 'say', 'cut'])"
373,0.06143877122457551,"frozenset(['battery', 'small', 'cut'])"
374,0.06143877122457551,"frozenset(['battery', 'cut', 'weakens'])"
375,0.06143877122457551,"frozenset(['battery', 'died', 'get'])"
376,0.06143877122457551,"frozenset(['battery', 'like', 'died'])"
377,0.06143877122457551,"frozenset(['battery', 'new', 'died'])"
378,0.06143877122457551,"frozenset(['battery', 'phone', 'died'])"
379,0.06143877122457551,"frozenset(['battery', 'say', 'died'])"
380,0.06143877122457551,"frozenset(['battery', 'small', 'died'])"
381,0.06143877122457551,"frozenset(['battery', 'died', 'weakens'])"
382,0.06143877122457551,"frozenset(['battery', 'like', 'get'])"
383,0.06143877122457551,"frozenset(['battery', 'new', 'get'])"
384,0.06143877122457551,"frozenset(['battery', 'phone', 'get'])"
385,0.06143877122457551,"frozenset(['battery', 'say', 'get'])"
386,0.06143877122457551,"frozenset(['battery', 'small', 'get'])"
387,0.06143877122457551,"frozenset(['battery', 'weakens', 'get'])"
388,0.06143877122457551,"frozenset(['battery', 'new', 'like'])"
389,0.06143877122457551,"frozenset(['battery', 'phone', 'like'])"
390,0.06143877122457551,"frozenset(['battery', 'say', 'like'])"
391,0.06143877122457551,"frozenset(['battery', 'small', 'like'])"
392,0.06143877122457551,"frozenset(['battery', 'like', 'weakens'])"
393,0.06143877122457551,"frozenset(['battery', 'new', 'phone'])"
394,0.06143877122457551,"frozenset(['battery', 'new', 'say'])"
395,0.06143877122457551,"frozenset(['battery', 'new', 'small'])"
396,0.06143877122457551,"frozenset(['battery', 'new', 'weakens'])"
397,0.06143877122457551,"frozenset(['battery', 'phone', 'say'])"
398,0.06143877122457551,"frozenset(['small', 'battery', 'phone'])"
399,0.06143877122457551,"frozenset(['battery', 'phone', 'weakens'])"
400,0.06143877122457551,"frozenset(['battery', 'small', 'say'])"
401,0.06143877122457551,"frozenset(['battery', 'say', 'weakens'])"
402,0.06143877122457551,"frozenset(['battery', 'small', 'weakens'])"
403,0.06143877122457551,"frozenset(['charger', 'chargers', 'crack'])"
404,0.06143877122457551,"frozenset(['charger', 'cut', 'chargers'])"
405,0.06143877122457551,"frozenset(['charger', 'died', 'chargers'])"
406,0.06143877122457551,"frozenset(['charger', 'chargers', 'get'])"
407,0.06143877122457551,"frozenset(['charger', 'like', 'chargers'])"
408,0.06143877122457551,"frozenset(['new', 'chargers', 'charger'])"
409,0.06143877122457551,"frozenset(['phone', 'chargers', 'charger'])"
410,0.06143877122457551,"frozenset(['charger', 'say', 'chargers'])"
411,0.06143877122457551,"frozenset(['small', 'charger', 'chargers'])"
412,0.06143877122457551,"frozenset(['charger', 'chargers', 'weakens'])"
413,0.06143877122457551,"frozenset(['charger', 'cut', 'crack'])"
414,0.06143877122457551,"frozenset(['charger', 'died', 'crack'])"
415,0.06143877122457551,"frozenset(['charger', 'get', 'crack'])"
416,0.06143877122457551,"frozenset(['charger', 'like', 'crack'])"
417,0.06143877122457551,"frozenset(['new', 'charger', 'crack'])"
418,0.06143877122457551,"frozenset(['phone', 'charger', 'crack'])"
419,0.06143877122457551,"frozenset(['charger', 'say', 'crack'])"
